VARIABLES = "X", "Y" 
ZONE I=15, J=93, F=POINT
1.123818 1.248751 
1.273922 1.551759 
1.458732 1.894347 
1.682704 2.282069 
1.950841 2.721090 
2.268461 3.217909 
2.640241 3.778087 
3.065068 4.398975 
3.877296 5.553726 
0.824152 0.019598 
0.814144 0.169901 
0.834996 0.336321 
0.883203 0.521744 
0.957996 0.728978 
1.060774 0.961083 
1.194173 1.221512 
1.361702 1.514194 
1.567595 1.843605 
1.816753 2.214817 
2.114664 2.633477 
2.467141 3.105554 
2.879279 3.636138 
3.349755 4.222600 
4.248422 5.310304 
0.845853 0.017510 
0.837066 0.166170 
0.863158 0.330071 
0.918329 0.511967 
1.002044 0.714305 
1.116080 0.939741 
1.263427 1.191299 
1.447942 1.472455 
1.674224 1.787202 
1.947566 2.140093 
2.273874 2.536223 
2.659391 2.981001 
3.109562 3.479029 
3.622824 4.027729 
4.602072 5.042123 
0.865580 0.015565 
0.858663 0.162330 
0.890379 0.323436 
0.952702 0.501405 
1.045407 0.698285 
1.170626 0.916299 
1.331666 1.158018 
1.532683 1.426436 
1.778589 1.725036 
2.075004 2.057827 
2.428187 2.429330 
2.844734 2.844375 
3.330362 3.307078 
3.883244 3.814959 
4.936595 4.750434 
0.883515 0.013759 
0.879184 0.158361 
0.916845 0.316390 
0.986486 0.490008 
1.088240 0.680837 
1.224557 0.890643 
1.399012 1.121521 
1.616006 1.375965 
1.880700 1.656930 
2.198976 1.967867 
2.577366 2.312716 
3.022737 2.695731 
3.541001 3.120559 
4.130039 3.584887 
5.250434 4.436595 
0.899819 0.012083 
0.898859 0.154247 
0.942740 0.308897 
1.019861 0.477710 
1.130725 0.661847 
1.278055 0.862605 
1.465630 1.081585 
1.698037 1.320775 
1.980614 1.582595 
2.319432 1.869941 
2.721214 2.186184 
3.193009 2.535024 
3.740845 2.919681 
4.362290 3.338094 
5.542123 4.102072 
0.914641 0.010532 
0.917896 0.149969 
0.968247 0.300916 
1.053022 0.464415 
1.173077 0.641153 
1.331342 0.831940 
1.531735 1.037887 
1.778955 1.260472 
2.078444 1.501594 
2.436375 1.763616 
2.859577 2.049373 
3.355195 2.362063 
3.929294 2.704549 
4.579123 3.075119 
5.810304 3.748422 
0.928115 0.009099 
0.936483 0.145516 
0.993552 0.292395 
1.086190 0.450001 
1.215553 0.618527 
1.384701 0.798305 
1.597611 0.989957 
1.859009 1.194478 
2.174358 1.413277 
2.549851 1.648228 
2.992332 1.901698 
3.508958 2.176467 
4.105764 2.475132 
4.779695 2.796445 
6.053726 3.377296 
0.940365 0.007776 
0.954780 0.140877 
1.018846 0.283270 
1.119620 0.434297 
1.258475 0.593652 
1.438499 0.761202 
1.663629 0.937117 
1.938530 1.121951 
2.268597 1.316685 
2.659953 1.522789 
3.119376 1.742265 
3.653958 1.977591 
4.269659 2.231228 
4.963174 2.502483 
6.271254 2.990423 
0.951500 0.006556 
0.972925 0.136045 
1.044328 0.273464 
1.153619 0.417075 
1.302255 0.566073 
1.493219 0.719906 
1.730289 0.878360 
2.017965 1.041635 
2.361482 1.210395 
2.766810 1.385836 
3.240591 1.569741 
3.789803 1.764452 
4.420323 1.972426 
5.128695 2.193577 
6.461873 2.589607 
0.961624 0.005433 
0.991033 0.131020 
1.070211 0.262882 
1.188564 0.398021 
1.347441 0.535133 
1.549531 0.673321 
1.798287 0.812139 
2.097921 0.951608 
2.453424 1.092253 
2.870557 1.235187 
3.355786 1.382181 
3.915971 1.535628 
4.556958 1.698106 
5.275310 1.870057 
6.624696 2.176717 
0.970827 0.004401 
1.009191 0.125805 
1.096727 0.251405 
1.224928 0.376716 
1.394852 0.499763 
1.608481 0.619580 
1.868674 0.735858 
2.179252 0.848735 
2.544931 0.958865 
2.971263 1.067540 
3.464568 1.176766 
4.031665 1.289178 
4.678505 1.407509 
5.401910 1.532393 
6.758962 1.753679 
0.979194 0.003452 
1.027466 0.120408 
1.124124 0.238898 
1.263965 0.351794 
1.446507 0.457002 
1.672209 0.554397 
1.943275 0.644287 
2.263212 0.727283 
2.636548 0.804500 
3.068729 0.877727 
3.566074 0.949459 
4.135550 1.022658 
4.783451 1.100015 
5.507130 1.181581 
6.864047 1.322464 
0.986800 0.002581 
1.045901 0.114841 
1.156584 0.221424 
1.312986 0.314064 
1.509332 0.394838 
1.746079 0.464651 
2.025631 0.524292 
2.351567 0.574944 
2.728457 0.618437 
3.161856 0.657314 
3.658326 0.694645 
4.225266 0.733500 
4.869576 0.775915 
5.589285 0.820034 
6.939459 0.885083 
0.993714 0.001782 
1.072243 0.101313 
1.215734 0.169061 
1.389948 0.225361 
1.596460 0.272324 
1.838362 0.310408 
2.119488 0.339981 
2.444278 0.362015 
2.817854 0.378389 
3.246209 0.391757 
3.736387 0.404994 
4.296361 0.420328 
4.933586 0.438166 
5.646405 0.453472 
6.984847 0.443576 
1.000000 0.000000 
1.135116 -0.000000 
1.290478 0.000000 
1.470612 0.000000 
1.678938 0.000000 
1.919343 0.000000 
2.196295 0.000000 
2.514925 0.000000 
2.881121 0.000000 
3.301638 0.000000 
3.784171 0.000000 
4.337122 0.000000 
4.968071 0.000000 
5.675043 0.000000 
7.000000 0.000000 
